id,condtn,int_corr,samerace,match,race_m,race_w,field_cd_m,field_cd_w,undergra_m,undergra_w,imprace_m,imprace_w,imprelig_m,imprelig_w,zipcode_m,zipcode_w,goal_m,goal_w,date_m,date_w,go_out_m,go_out_w,career_c_m,career_c_w,from_c_m,from_c_w,sports_m,sports_w,tvsports_m,tvsports_w,exercise_m,exercise_w,dining_m,dining_w,museums_m,museums_w,art_m,art_w,hiking_m,hiking_w,gaming_m,gaming_w,clubbing_m,clubbing_w,reading_m,reading_w,tv_m,tv_w,theater_m,theater_w,movies_m,movies_w,concerts_m,concerts_w,music_m,music_w,shopping_m,shopping_w,yoga_m,yoga_w,exphappy_m,exphappy_w,attr1_1_m,attr1_1_w,sinc1_1_m,sinc1_1_w,intel1_1_m,intel1_1_w,fun1_1_m,fun1_1_w,amb1_1_m,amb1_1_w,shar1_1_m,shar1_1_w,attr2_1_m,attr2_1_w,sinc2_1_m,sinc2_1_w,intel2_1_m,intel2_1_w,fun2_1_m,fun2_1_w,amb2_1_m,amb2_1_w,shar2_1_m,shar2_1_w,attr3_1_m,attr3_1_w,sinc3_1_m,sinc3_1_w,fun3_1_m,fun3_1_w,intel3_1_m,intel3_1_w,amb3_1_m,amb3_1_w,dec_m,dec_w,attr_m,attr_w,sinc_m,sinc_w,intel_m,intel_w,fun_m,fun_w,amb_m,amb_w,shar_m,shar_w,like_m,like_w,prob_m,prob_w,met_m,met_w
"(102, 76)",2,0.02,1,0,2.0,2.0,10.0,6.0,0,0.0,2.0,5.0,6.0,7.0,0.0,44118.0,1.0,2.0,4.0,7.0,4.0,2.0,2.0,2.0,47.0,152.0,9.0,1.0,9.0,7.0,9.0,6.0,9.0,8.0,4.0,8.0,4.0,8.0,7.0,5.0,2.0,1.0,5.0,7.0,5.0,7.0,4.0,4.0,4.0,8.0,9.0,8.0,3.0,8.0,5.0,7.0,5.0,7.0,2.0,7.0,6.0,6.0,30.0,10.0,10.0,10.0,30.0,30.0,20.0,20.0,10.0,10.0,0.0,20.0,10.0,50.0,30.0,10.0,20.0,10.0,30.0,10.0,10.0,10.0,0.0,10.0,8.0,6.0,5.0,6.0,7.0,6.0,10.0,8.0,9.0,4.0,1,0,5.0,1.0,7.0,,8.0,8.0,10.0,1.0,6.0,,9.0,3.0,8.0,2.0,8.0,2.0,2.0,2.0
"(103, 76)",2,-0.05,1,0,2.0,2.0,8.0,6.0,0,0.0,8.0,5.0,9.0,7.0,60089.0,44118.0,2.0,2.0,4.0,7.0,1.0,2.0,7.0,2.0,49.0,152.0,8.0,1.0,7.0,7.0,8.0,6.0,8.0,8.0,6.0,8.0,4.0,8.0,8.0,5.0,5.0,1.0,8.0,7.0,8.0,7.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,3.0,7.0,6.0,6.0,40.0,10.0,5.0,10.0,20.0,30.0,10.0,20.0,10.0,10.0,15.0,20.0,40.0,50.0,5.0,10.0,10.0,10.0,20.0,10.0,15.0,10.0,10.0,10.0,8.0,6.0,8.0,6.0,8.0,6.0,9.0,8.0,9.0,4.0,0,0,6.0,6.0,8.0,,9.0,5.0,7.0,,7.0,10.0,7.0,,7.0,2.0,5.0,2.0,2.0,2.0
"(104, 76)",2,0.19,1,0,2.0,2.0,10.0,6.0,0,0.0,6.0,5.0,8.0,7.0,80110.0,44118.0,2.0,2.0,5.0,7.0,3.0,2.0,2.0,2.0,57.0,152.0,8.0,1.0,3.0,7.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,5.0,1.0,8.0,7.0,7.0,7.0,3.0,4.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,7.0,3.0,7.0,7.0,7.0,8.0,6.0,20.0,10.0,15.0,10.0,25.0,30.0,15.0,20.0,20.0,10.0,5.0,20.0,15.0,50.0,20.0,10.0,20.0,10.0,20.0,10.0,15.0,10.0,10.0,10.0,9.0,6.0,8.0,6.0,7.0,6.0,9.0,8.0,9.0,4.0,0,0,6.0,2.0,8.0,3.0,7.0,5.0,6.0,5.0,6.0,,5.0,,6.0,2.0,5.0,2.0,2.0,2.0
"(105, 76)",2,0.02,0,1,1.0,2.0,1.0,6.0,0,0.0,1.0,5.0,1.0,7.0,78759.0,44118.0,2.0,2.0,7.0,7.0,1.0,2.0,1.0,2.0,207.0,152.0,9.0,1.0,9.0,7.0,6.0,6.0,8.0,8.0,5.0,8.0,5.0,8.0,3.0,5.0,4.0,1.0,7.0,7.0,8.0,7.0,6.0,4.0,6.0,8.0,7.0,8.0,4.0,8.0,7.0,7.0,5.0,7.0,5.0,7.0,5.0,6.0,30.0,10.0,15.0,10.0,20.0,30.0,20.0,20.0,0.0,10.0,5.0,20.0,25.0,50.0,15.0,10.0,20.0,10.0,15.0,10.0,10.0,10.0,15.0,10.0,8.0,6.0,7.0,6.0,9.0,6.0,8.0,8.0,6.0,4.0,1,1,7.0,5.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,,7.0,,7.0,5.0,4.0,5.0,2.0,2.0
"(106, 76)",2,0.06,0,0,3.0,2.0,1.0,6.0,0,0.0,1.0,5.0,3.0,7.0,76513.0,44118.0,5.0,2.0,7.0,7.0,3.0,2.0,1.0,2.0,207.0,152.0,2.0,1.0,4.0,7.0,2.0,6.0,9.0,8.0,6.0,8.0,5.0,8.0,4.0,5.0,9.0,1.0,2.0,7.0,9.0,7.0,8.0,4.0,7.0,8.0,9.0,8.0,2.0,8.0,8.0,7.0,5.0,7.0,3.0,7.0,5.0,6.0,10.0,10.0,20.0,10.0,35.0,30.0,10.0,20.0,5.0,10.0,20.0,20.0,20.0,50.0,15.0,10.0,20.0,10.0,20.0,10.0,5.0,10.0,20.0,10.0,4.0,6.0,7.0,6.0,3.0,6.0,9.0,8.0,2.0,4.0,0,1,8.0,4.0,3.0,8.0,7.0,8.0,8.0,6.0,4.0,6.0,,,3.0,5.0,2.0,5.0,2.0,2.0
"(107, 76)",2,0.36,1,1,2.0,2.0,7.0,6.0,0,0.0,1.0,5.0,1.0,7.0,48331.0,44118.0,1.0,2.0,4.0,7.0,1.0,2.0,2.0,2.0,5.0,152.0,7.0,1.0,2.0,7.0,4.0,6.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,5.0,1.0,1.0,7.0,7.0,7.0,7.0,1.0,4.0,5.0,8.0,7.0,8.0,9.0,8.0,9.0,7.0,1.0,7.0,10.0,7.0,6.0,6.0,19.0,10.0,24.0,10.0,21.0,30.0,23.0,20.0,5.0,10.0,8.0,20.0,22.0,50.0,20.0,10.0,18.0,10.0,23.0,10.0,10.0,10.0,7.0,10.0,7.0,6.0,9.0,6.0,9.0,6.0,9.0,8.0,6.0,4.0,1,1,9.0,8.0,9.0,6.0,9.0,7.0,9.0,10.0,9.0,,9.0,8.0,9.0,10.0,9.0,5.0,2.0,2.0
"(108, 76)",2,0.32,1,0,2.0,2.0,5.0,6.0,0,0.0,1.0,5.0,1.0,7.0,0.0,44118.0,1.0,2.0,6.0,7.0,3.0,2.0,5.0,2.0,198.0,152.0,7.0,1.0,3.0,7.0,4.0,6.0,5.0,8.0,6.0,8.0,7.0,8.0,3.0,5.0,2.0,1.0,5.0,7.0,7.0,7.0,3.0,4.0,7.0,8.0,7.0,8.0,4.0,8.0,6.0,7.0,2.0,7.0,2.0,7.0,5.0,6.0,10.0,10.0,20.0,10.0,35.0,30.0,20.0,20.0,0.0,10.0,15.0,20.0,25.0,50.0,25.0,10.0,15.0,10.0,15.0,10.0,10.0,10.0,10.0,10.0,4.0,6.0,8.0,6.0,3.0,6.0,7.0,8.0,2.0,4.0,0,1,7.0,5.0,7.0,5.0,8.0,5.0,7.0,5.0,5.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,2.0,2.0
"(109, 76)",2,0.63,0,1,4.0,2.0,14.0,6.0,0,0.0,1.0,5.0,1.0,7.0,19454.0,44118.0,1.0,2.0,4.0,7.0,1.0,2.0,6.0,2.0,83.0,152.0,2.0,1.0,1.0,7.0,2.0,6.0,10.0,8.0,10.0,8.0,10.0,8.0,1.0,5.0,2.0,1.0,2.0,7.0,10.0,7.0,5.0,4.0,7.0,8.0,10.0,8.0,10.0,8.0,10.0,7.0,5.0,7.0,3.0,7.0,5.0,6.0,15.0,10.0,10.0,10.0,30.0,30.0,10.0,20.0,5.0,10.0,30.0,20.0,20.0,50.0,15.0,10.0,15.0,10.0,15.0,10.0,20.0,10.0,15.0,10.0,6.0,6.0,9.0,6.0,8.0,6.0,9.0,8.0,8.0,4.0,1,1,8.0,5.0,10.0,5.0,8.0,6.0,8.0,10.0,8.0,7.0,7.0,,8.0,5.0,5.0,5.0,2.0,2.0
"(110, 76)",2,0.53,1,1,2.0,2.0,14.0,6.0,0,0.0,4.0,5.0,6.0,7.0,48334.0,44118.0,2.0,2.0,6.0,7.0,1.0,2.0,6.0,2.0,4.0,152.0,4.0,1.0,3.0,7.0,8.0,6.0,7.0,8.0,7.0,8.0,9.0,8.0,8.0,5.0,2.0,1.0,3.0,7.0,7.0,7.0,5.0,4.0,7.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,3.0,7.0,6.0,7.0,6.0,6.0,20.0,10.0,20.0,10.0,15.0,30.0,15.0,20.0,5.0,10.0,25.0,20.0,20.0,50.0,20.0,10.0,15.0,10.0,15.0,10.0,5.0,10.0,25.0,10.0,7.0,6.0,9.0,6.0,8.0,6.0,8.0,8.0,7.0,4.0,1,1,6.0,5.0,6.0,5.0,8.0,6.0,8.0,7.0,7.0,6.0,3.0,,7.0,5.0,6.0,5.0,2.0,2.0
"(111, 76)",2,0.43,0,0,4.0,2.0,8.0,6.0,0,0.0,7.0,5.0,1.0,7.0,1114.0,44118.0,5.0,2.0,5.0,7.0,1.0,2.0,7.0,2.0,166.0,152.0,9.0,1.0,9.0,7.0,7.0,6.0,9.0,8.0,10.0,8.0,9.0,8.0,9.0,5.0,1.0,1.0,5.0,7.0,9.0,7.0,5.0,4.0,8.0,8.0,9.0,8.0,8.0,8.0,5.0,7.0,3.0,7.0,5.0,7.0,9.0,6.0,20.0,10.0,20.0,10.0,20.0,30.0,20.0,20.0,10.0,10.0,10.0,20.0,25.0,50.0,20.0,10.0,15.0,10.0,15.0,10.0,10.0,10.0,15.0,10.0,5.0,6.0,8.0,6.0,5.0,6.0,8.0,8.0,5.0,4.0,0,1,3.0,2.0,4.0,8.0,8.0,8.0,8.0,,6.0,,4.0,,5.0,5.0,5.0,5.0,2.0,2.0
"(94, 77)",2,0.56,0,1,4.0,2.0,8.0,11.0,0,0.0,6.0,2.0,8.0,2.0,0.0,55446.0,2.0,1.0,6.0,4.0,3.0,2.0,7.0,11.0,16.0,130.0,7.0,7.0,2.0,1.0,8.0,10.0,8.0,9.0,5.0,9.0,4.0,9.0,4.0,8.0,3.0,3.0,3.0,6.0,9.0,6.0,5.0,6.0,7.0,8.0,9.0,8.0,6.0,10.0,7.0,10.0,4.0,7.0,5.0,9.0,5.0,6.0,20.0,15.0,20.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,20.0,10.0,50.0,40.0,0.0,5.0,30.0,20.0,20.0,20.0,0.0,10.0,0.0,5.0,6.0,6.0,9.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,1,1,8.0,4.0,8.0,7.0,7.0,8.0,7.0,10.0,7.0,7.0,5.0,7.0,7.0,8.0,7.0,4.0,2.0,2.0
"(95, 77)",2,-0.2,1,0,2.0,2.0,8.0,11.0,0,0.0,7.0,2.0,5.0,2.0,11753.0,55446.0,1.0,1.0,5.0,4.0,2.0,2.0,7.0,11.0,108.0,130.0,10.0,7.0,10.0,1.0,6.0,10.0,6.0,9.0,4.0,9.0,3.0,9.0,1.0,8.0,6.0,3.0,4.0,6.0,7.0,6.0,9.0,6.0,5.0,8.0,10.0,8.0,8.0,10.0,10.0,10.0,3.0,7.0,3.0,9.0,6.0,6.0,18.0,15.0,18.0,20.0,18.0,20.0,19.0,20.0,13.0,15.0,14.0,10.0,16.0,40.0,15.0,5.0,19.0,20.0,23.0,20.0,14.0,10.0,13.0,5.0,7.0,6.0,9.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,0,0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,4.0,4.0,4.0,6.0,2.0,2.0
"(96, 77)",2,0.28,0,0,3.0,2.0,5.0,11.0,0,0.0,3.0,2.0,6.0,2.0,10027.0,55446.0,1.0,1.0,7.0,4.0,1.0,2.0,2.0,11.0,6.0,130.0,5.0,7.0,8.0,1.0,7.0,10.0,10.0,9.0,10.0,9.0,8.0,9.0,10.0,8.0,6.0,3.0,8.0,6.0,8.0,6.0,3.0,6.0,8.0,8.0,9.0,8.0,8.0,10.0,7.0,10.0,7.0,7.0,3.0,9.0,7.0,6.0,10.0,15.0,20.0,20.0,20.0,20.0,22.0,20.0,6.0,15.0,22.0,10.0,20.0,40.0,25.0,5.0,15.0,20.0,20.0,20.0,10.0,10.0,10.0,5.0,7.0,6.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,0,0,7.0,4.0,7.0,6.0,7.0,7.0,6.0,4.0,,6.0,,2.0,7.0,4.0,5.0,1.0,2.0,2.0
"(97, 77)",2,-0.05,1,1,2.0,2.0,10.0,11.0,0,0.0,4.0,2.0,1.0,2.0,11215.0,55446.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,11.0,33.0,130.0,6.0,7.0,8.0,1.0,8.0,10.0,3.0,9.0,3.0,9.0,3.0,9.0,6.0,8.0,1.0,3.0,5.0,6.0,8.0,6.0,3.0,6.0,2.0,8.0,7.0,8.0,3.0,10.0,7.0,10.0,3.0,7.0,5.0,9.0,5.0,6.0,50.0,15.0,7.0,20.0,20.0,20.0,23.0,20.0,0.0,15.0,0.0,10.0,30.0,40.0,10.0,5.0,12.0,20.0,8.0,20.0,30.0,10.0,10.0,5.0,7.0,6.0,5.0,8.0,7.0,8.0,6.0,8.0,6.0,8.0,1,1,6.0,6.0,9.0,5.0,9.0,6.0,9.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,4.0,4.0,2.0,2.0
"(98, 77)",2,0.16,1,1,2.0,2.0,11.0,11.0,0,0.0,1.0,2.0,1.0,2.0,45242.0,55446.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,11.0,53.0,130.0,8.0,7.0,8.0,1.0,8.0,10.0,7.0,9.0,3.0,9.0,3.0,9.0,5.0,8.0,1.0,3.0,7.0,6.0,7.0,6.0,3.0,6.0,7.0,8.0,8.0,8.0,6.0,10.0,8.0,10.0,2.0,7.0,7.0,9.0,5.0,6.0,40.0,15.0,20.0,20.0,15.0,20.0,20.0,20.0,0.0,15.0,5.0,10.0,30.0,40.0,14.0,5.0,14.0,20.0,14.0,20.0,14.0,10.0,14.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,1,10.0,8.0,10.0,9.0,10.0,9.0,,6.0,,7.0,,5.0,10.0,8.0,2.0,5.0,2.0,2.0
"(99, 77)",2,0.55,1,1,2.0,2.0,1.0,11.0,0,0.0,1.0,2.0,1.0,2.0,10022.0,55446.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,11.0,143.0,130.0,5.0,7.0,5.0,1.0,5.0,10.0,8.0,9.0,10.0,9.0,10.0,9.0,5.0,8.0,5.0,3.0,9.0,6.0,6.0,6.0,6.0,6.0,10.0,8.0,10.0,8.0,10.0,10.0,10.0,10.0,8.0,7.0,5.0,9.0,8.0,6.0,30.0,15.0,30.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,0.0,10.0,20.0,40.0,20.0,5.0,20.0,20.0,10.0,20.0,25.0,10.0,5.0,5.0,10.0,6.0,10.0,8.0,10.0,8.0,10.0,8.0,8.0,8.0,1,1,8.0,10.0,8.0,7.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,10.0,9.0,5.0,2.0,2.0
"(100, 77)",2,0.45,0,0,6.0,2.0,8.0,11.0,0,0.0,8.0,2.0,9.0,2.0,92425.0,55446.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,11.0,95.0,130.0,5.0,7.0,4.0,1.0,6.0,10.0,7.0,9.0,6.0,9.0,6.0,9.0,2.0,8.0,2.0,3.0,4.0,6.0,6.0,6.0,5.0,6.0,7.0,8.0,7.0,8.0,3.0,10.0,7.0,10.0,6.0,7.0,2.0,9.0,5.0,6.0,20.0,15.0,25.0,20.0,25.0,20.0,15.0,20.0,5.0,15.0,10.0,10.0,20.0,40.0,15.0,5.0,20.0,20.0,15.0,20.0,15.0,10.0,15.0,5.0,7.0,6.0,8.0,8.0,8.0,8.0,9.0,8.0,6.0,8.0,0,0,8.0,4.0,7.0,6.0,6.0,6.0,5.0,4.0,5.0,,4.0,,5.0,4.0,4.0,7.0,2.0,2.0
"(101, 77)",2,-0.21,0,0,4.0,2.0,8.0,11.0,0,0.0,3.0,2.0,2.0,2.0,110015.0,55446.0,3.0,1.0,4.0,4.0,3.0,2.0,7.0,11.0,87.0,130.0,9.0,7.0,9.0,1.0,7.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,3.0,9.0,6.0,8.0,6.0,7.0,6.0,9.0,8.0,8.0,8.0,7.0,10.0,8.0,10.0,8.0,7.0,4.0,9.0,7.0,6.0,40.0,15.0,8.0,20.0,10.0,20.0,12.0,20.0,10.0,15.0,20.0,10.0,20.0,40.0,10.0,5.0,10.0,20.0,30.0,20.0,10.0,10.0,20.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,0,0,7.0,3.0,,5.0,6.0,6.0,5.0,3.0,,,,2.0,6.0,3.0,3.0,6.0,2.0,2.0
"(102, 77)",2,0.0,1,0,2.0,2.0,10.0,11.0,0,0.0,2.0,2.0,6.0,2.0,0.0,55446.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,11.0,47.0,130.0,9.0,7.0,9.0,1.0,9.0,10.0,9.0,9.0,4.0,9.0,4.0,9.0,7.0,8.0,2.0,3.0,5.0,6.0,5.0,6.0,4.0,6.0,4.0,8.0,9.0,8.0,3.0,10.0,5.0,10.0,5.0,7.0,2.0,9.0,6.0,6.0,30.0,15.0,10.0,20.0,30.0,20.0,20.0,20.0,10.0,15.0,0.0,10.0,10.0,40.0,30.0,5.0,20.0,20.0,30.0,20.0,10.0,10.0,0.0,5.0,8.0,6.0,5.0,8.0,7.0,8.0,10.0,8.0,9.0,8.0,0,1,4.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,2.0,2.0
"(103, 77)",2,0.15,1,0,2.0,2.0,8.0,11.0,0,0.0,8.0,2.0,9.0,2.0,60089.0,55446.0,2.0,1.0,4.0,4.0,1.0,2.0,7.0,11.0,49.0,130.0,8.0,7.0,7.0,1.0,8.0,10.0,8.0,9.0,6.0,9.0,4.0,9.0,8.0,8.0,5.0,3.0,8.0,6.0,8.0,6.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,10.0,8.0,10.0,6.0,7.0,3.0,9.0,6.0,6.0,40.0,15.0,5.0,20.0,20.0,20.0,10.0,20.0,10.0,15.0,15.0,10.0,40.0,40.0,5.0,5.0,10.0,20.0,20.0,20.0,15.0,10.0,10.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,0,1,6.0,9.0,7.0,7.0,7.0,7.0,7.0,10.0,7.0,8.0,5.0,7.0,6.0,8.0,4.0,5.0,2.0,2.0
"(104, 77)",2,0.63,1,0,2.0,2.0,10.0,11.0,0,0.0,6.0,2.0,8.0,2.0,80110.0,55446.0,2.0,1.0,5.0,4.0,3.0,2.0,2.0,11.0,57.0,130.0,8.0,7.0,3.0,1.0,8.0,10.0,9.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,5.0,3.0,8.0,6.0,7.0,6.0,3.0,6.0,8.0,8.0,7.0,8.0,6.0,10.0,8.0,10.0,3.0,7.0,7.0,9.0,8.0,6.0,20.0,15.0,15.0,20.0,25.0,20.0,15.0,20.0,20.0,15.0,5.0,10.0,15.0,40.0,20.0,5.0,20.0,20.0,20.0,20.0,15.0,10.0,10.0,5.0,9.0,6.0,8.0,8.0,7.0,8.0,9.0,8.0,9.0,8.0,0,0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,7.0,4.0,4.0,3.0,2.0,2.0
"(105, 77)",2,-0.28,0,1,1.0,2.0,1.0,11.0,0,0.0,1.0,2.0,1.0,2.0,78759.0,55446.0,2.0,1.0,7.0,4.0,1.0,2.0,1.0,11.0,207.0,130.0,9.0,7.0,9.0,1.0,6.0,10.0,8.0,9.0,5.0,9.0,5.0,9.0,3.0,8.0,4.0,3.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,8.0,4.0,10.0,7.0,10.0,5.0,7.0,5.0,9.0,5.0,6.0,30.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,0.0,15.0,5.0,10.0,25.0,40.0,15.0,5.0,20.0,20.0,15.0,20.0,10.0,10.0,15.0,5.0,8.0,6.0,7.0,8.0,9.0,8.0,8.0,8.0,6.0,8.0,1,1,8.0,7.0,7.0,7.0,8.0,8.0,8.0,10.0,7.0,9.0,7.0,8.0,7.0,9.0,3.0,5.0,2.0,2.0
"(106, 77)",2,-0.11,0,0,3.0,2.0,1.0,11.0,0,0.0,1.0,2.0,3.0,2.0,76513.0,55446.0,5.0,1.0,7.0,4.0,3.0,2.0,1.0,11.0,207.0,130.0,2.0,7.0,4.0,1.0,2.0,10.0,9.0,9.0,6.0,9.0,5.0,9.0,4.0,8.0,9.0,3.0,2.0,6.0,9.0,6.0,8.0,6.0,7.0,8.0,9.0,8.0,2.0,10.0,8.0,10.0,5.0,7.0,3.0,9.0,5.0,6.0,10.0,15.0,20.0,20.0,35.0,20.0,10.0,20.0,5.0,15.0,20.0,10.0,20.0,40.0,15.0,5.0,20.0,20.0,20.0,20.0,5.0,10.0,20.0,5.0,4.0,6.0,7.0,8.0,3.0,8.0,9.0,8.0,2.0,8.0,1,0,7.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,4.0,6.0,,4.0,8.0,4.0,5.0,5.0,2.0,2.0
"(107, 77)",2,0.63,1,1,2.0,2.0,7.0,11.0,0,0.0,1.0,2.0,1.0,2.0,48331.0,55446.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,11.0,5.0,130.0,7.0,7.0,2.0,1.0,4.0,10.0,7.0,9.0,6.0,9.0,7.0,9.0,8.0,8.0,1.0,3.0,7.0,6.0,7.0,6.0,1.0,6.0,5.0,8.0,7.0,8.0,9.0,10.0,9.0,10.0,1.0,7.0,10.0,9.0,6.0,6.0,19.0,15.0,24.0,20.0,21.0,20.0,23.0,20.0,5.0,15.0,8.0,10.0,22.0,40.0,20.0,5.0,18.0,20.0,23.0,20.0,10.0,10.0,7.0,5.0,7.0,6.0,9.0,8.0,9.0,8.0,9.0,8.0,6.0,8.0,1,1,6.0,9.0,8.0,9.0,8.0,9.0,8.0,10.0,9.0,9.0,7.0,10.0,6.5,10.0,7.0,7.0,2.0,2.0
"(108, 77)",2,0.41,1,0,2.0,2.0,5.0,11.0,0,0.0,1.0,2.0,1.0,2.0,0.0,55446.0,1.0,1.0,6.0,4.0,3.0,2.0,5.0,11.0,198.0,130.0,7.0,7.0,3.0,1.0,4.0,10.0,5.0,9.0,6.0,9.0,7.0,9.0,3.0,8.0,2.0,3.0,5.0,6.0,7.0,6.0,3.0,6.0,7.0,8.0,7.0,8.0,4.0,10.0,6.0,10.0,2.0,7.0,2.0,9.0,5.0,6.0,10.0,15.0,20.0,20.0,35.0,20.0,20.0,20.0,0.0,15.0,15.0,10.0,25.0,40.0,25.0,5.0,15.0,20.0,15.0,20.0,10.0,10.0,10.0,5.0,4.0,6.0,8.0,8.0,3.0,8.0,7.0,8.0,2.0,8.0,0,1,9.0,9.0,6.0,7.0,7.0,7.0,6.0,9.0,5.0,6.0,3.0,5.0,5.0,8.0,2.0,6.0,2.0,2.0
"(109, 77)",2,0.56,0,0,4.0,2.0,14.0,11.0,0,0.0,1.0,2.0,1.0,2.0,19454.0,55446.0,1.0,1.0,4.0,4.0,1.0,2.0,6.0,11.0,83.0,130.0,2.0,7.0,1.0,1.0,2.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,1.0,8.0,2.0,3.0,2.0,6.0,10.0,6.0,5.0,6.0,7.0,8.0,10.0,8.0,10.0,10.0,10.0,10.0,5.0,7.0,3.0,9.0,5.0,6.0,15.0,15.0,10.0,20.0,30.0,20.0,10.0,20.0,5.0,15.0,30.0,10.0,20.0,40.0,15.0,5.0,15.0,20.0,15.0,20.0,20.0,10.0,15.0,5.0,6.0,6.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,1,0,7.0,6.0,10.0,7.0,8.0,7.0,7.0,6.0,5.0,7.0,4.0,7.0,7.0,7.0,5.0,4.0,2.0,2.0
"(110, 77)",2,0.76,1,0,2.0,2.0,14.0,11.0,0,0.0,4.0,2.0,6.0,2.0,48334.0,55446.0,2.0,1.0,6.0,4.0,1.0,2.0,6.0,11.0,4.0,130.0,4.0,7.0,3.0,1.0,8.0,10.0,7.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,2.0,3.0,3.0,6.0,7.0,6.0,5.0,6.0,7.0,8.0,9.0,8.0,7.0,10.0,8.0,10.0,3.0,7.0,6.0,9.0,6.0,6.0,20.0,15.0,20.0,20.0,15.0,20.0,15.0,20.0,5.0,15.0,25.0,10.0,20.0,40.0,20.0,5.0,15.0,20.0,15.0,20.0,5.0,10.0,25.0,5.0,7.0,6.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,0,1,6.0,8.0,7.0,9.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,5.0,8.0,3.0,4.0,2.0,2.0
"(111, 77)",2,0.29,0,0,4.0,2.0,8.0,11.0,0,0.0,7.0,2.0,1.0,2.0,1114.0,55446.0,5.0,1.0,5.0,4.0,1.0,2.0,7.0,11.0,166.0,130.0,9.0,7.0,9.0,1.0,7.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,1.0,3.0,5.0,6.0,9.0,6.0,5.0,6.0,8.0,8.0,9.0,8.0,8.0,10.0,5.0,10.0,3.0,7.0,5.0,9.0,9.0,6.0,20.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,15.0,10.0,10.0,25.0,40.0,20.0,5.0,15.0,20.0,15.0,20.0,10.0,10.0,15.0,5.0,5.0,6.0,8.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,0,0,6.0,4.0,7.0,6.0,7.0,7.0,5.0,4.0,6.0,5.0,5.0,2.0,5.0,3.0,5.0,2.0,2.0,2.0
